image_id,labels_message
ckj30js9g7ar60sjhhdjgfl79,"{""headline"": {""top"": 404, ""left"": 239, ""height"": 704, ""width"": 792}, ""subtitle"": {""top"": 1128, ""left"": 263, ""height"": 118, ""width"": 667}, ""chart-title"": {""top"": 1310, ""left"": 425, ""height"": 105, ""width"": 372}, ""chart-number"": {""top"": 1432, ""left"": 348, ""height"": 331, ""width"": 639}, ""background"": {""top"": 4, ""left"": 12, ""height"": 2204, ""width"": 1222}}"
ckj30js9h7auq0sjhgi6p1l4w,"{""headline"": {""top"": 121, ""left"": 194, ""height"": 291, ""width"": 858}, ""subtitle"": {""top"": 425, ""left"": 178, ""height"": 182, ""width"": 874}, ""chart-title"": {""top"": 1286, ""left"": 69, ""height"": 142, ""width"": 1096}, ""artdeco"": {""top"": 1690, ""left"": 437, ""height"": 413, ""width"": 344}, ""text"": {""top"": 1464, ""left"": 158, ""height"": 194, ""width"": 966}, ""background"": {""top"": 16, ""left"": 0, ""height"": 2192, ""width"": 1242}}"
ckj30js9i7aya0sjh08uhfr90,"{""headline"": {""top"": 267, ""left"": 101, ""height"": 198, ""width"": 1048}, ""text"": {""top"": 97, ""left"": 291, ""height"": 150, ""width"": 631}, ""chart-title"": {""top"": 983, ""left"": 138, ""height"": 105, ""width"": 962}, ""chart-number"": {""top"": 1136, ""left"": 158, ""height"": 910, ""width"": 995}, ""background"": {""top"": 0, ""left"": 8, ""height"": 2208, ""width"": 1234}}"
ckj30js9k7b1u0sjhcpci9xho,"{""headline"": {""top"": 255, ""left"": 320, ""height"": 307, ""width"": 578}, ""subtitle"": {""top"": 578, ""left"": 401, ""height"": 109, ""width"": 412}, ""chart-number"": {""top"": 1464, ""left"": 372, ""height"": 251, ""width"": 514}, ""text"": {""top"": 853, ""left"": 271, ""height"": 550, ""width"": 676}, ""artdeco"": {""top"": 1840, ""left"": 457, ""height"": 315, ""width"": 304}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2200, ""width"": 1242}}"
ckj30js9m7b8y0sjh1kx7flxd,"{""headline"": {""top"": 57, ""left"": 150, ""height"": 384, ""width"": 942}, ""chart-number"": {""top"": 1816, ""left"": 186, ""height"": 153, ""width"": 898}, ""chart-title"": {""top"": 1969, ""left"": 150, ""height"": 130, ""width"": 894}, ""artdeco"": {""top"": 987, ""left"": 122, ""height"": 756, ""width"": 1011}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9n7bci0sjh6qvtfysq,"{""headline"": {""top"": 166, ""left"": 295, ""height"": 457, ""width"": 631}, ""chart-title"": {""top"": 1419, ""left"": 405, ""height"": 223, ""width"": 392}, ""chart-number"": {""top"": 1678, ""left"": 304, ""height"": 170, ""width"": 655}, ""text"": {""top"": 1884, ""left"": 344, ""height"": 102, ""width"": 554}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9p7bg20sjhgk43fus1,"{""headline"": {""top"": 307, ""left"": 332, ""height"": 461, ""width"": 631}, ""subtitle"": {""top"": 837, ""left"": 247, ""height"": 154, ""width"": 760}, ""chart-title"": {""top"": 1423, ""left"": 388, ""height"": 110, ""width"": 373}, ""chart-number"": {""top"": 1565, ""left"": 154, ""height"": 89, ""width"": 877}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1234}, ""text"": {""top"": 1864, ""left"": 65, ""height"": 259, ""width"": 720}, ""artdeco"": {""top"": 1852, ""left"": 898, ""height"": 283, ""width"": 287}}"
ckj30js997a660sjh2450fs36,"{""headline"": {""top"": 109, ""left"": 401, ""height"": 117, ""width"": 505}, ""chart-title"": {""top"": 226, ""left"": 126, ""height"": 174, ""width"": 1007}, ""chart-number"": {""top"": 975, ""left"": 397, ""height"": 1011, ""width"": 489}, ""artdeco"": {""top"": 538, ""left"": 85, ""height"": 356, ""width"": 1056}, ""text"": {""top"": 2022, ""left"": 61, ""height"": 121, ""width"": 1092}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9a7a9q0sjhedhl9rpd,"{""headline"": {""top"": 78, ""left"": 258, ""height"": 240, ""width"": 685}, ""text"": {""top"": 1337, ""left"": 323, ""height"": 234, ""width"": 526}, ""artdeco"": {""top"": 451, ""left"": 287, ""height"": 714, ""width"": 630}, ""background"": {""top"": 3, ""left"": 5, ""height"": 1769, ""width"": 1175}}"
ckj30js9b7ada0sjhc2bfa7k9,"{""headline"": {""top"": 303, ""left"": 801, ""height"": 627, ""width"": 315}, ""subtitle"": {""top"": 1015, ""left"": 182, ""height"": 182, ""width"": 623}, ""chart-title"": {""top"": 1233, ""left"": 198, ""height"": 223, ""width"": 389}, ""text"": {""top"": 1553, ""left"": 202, ""height"": 222, ""width"": 676}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9c7agu0sjh1habbawf,"{""headline"": {""top"": 125, ""left"": 174, ""height"": 328, ""width"": 946}, ""subtitle"": {""top"": 461, ""left"": 154, ""height"": 142, ""width"": 882}, ""text"": {""top"": 1581, ""left"": 118, ""height"": 243, ""width"": 1002}, ""artdeco"": {""top"": 837, ""left"": 105, ""height"": 740, ""width"": 1052}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1226}}"
ckj30js9e7ake0sjhes7xaxrv,"{""headline"": {""top"": 303, ""left"": 202, ""height"": 324, ""width"": 850}, ""text"": {""top"": 1605, ""left"": 223, ""height"": 255, ""width"": 740}, ""chart-title"": {""top"": 1241, ""left"": 708, ""height"": 130, ""width"": 283}, ""chart-number"": {""top"": 1128, ""left"": 712, ""height"": 105, ""width"": 283}, ""background"": {""top"": 4, ""left"": 0, ""height"": 2204, ""width"": 1242}}"
ckj30js9g7ari0sjh318kfbtu,"{""headline"": {""top"": 170, ""left"": 81, ""height"": 186, ""width"": 1092}, ""chart-title"": {""top"": 574, ""left"": 122, ""height"": 73, ""width"": 679}, ""chart-number"": {""top"": 671, ""left"": 122, ""height"": 178, ""width"": 897}, ""artdeco"": {""top"": 1852, ""left"": 910, ""height"": 340, ""width"": 275}, ""background"": {""top"": 4, ""left"": 0, ""height"": 2192, ""width"": 1242}}"
ckj30js9h7av20sjhdz1nayo6,"{""headline"": {""top"": 59, ""left"": 89, ""height"": 138, ""width"": 588}, ""subtitle"": {""top"": 231, ""left"": 139, ""height"": 67, ""width"": 500}, ""chart-number"": {""top"": 402, ""left"": 242, ""height"": 170, ""width"": 303}, ""chart-title"": {""top"": 652, ""left"": 233, ""height"": 148, ""width"": 299}, ""background"": {""top"": 0, ""left"": 0, ""height"": 947, ""width"": 746}}"
ckj30js9i7aym0sjh49076da8,"{""headline"": {""top"": 202, ""left"": 166, ""height"": 259, ""width"": 861}, ""text"": {""top"": 1068, ""left"": 300, ""height"": 271, ""width"": 586}, ""chart-title"": {""top"": 615, ""left"": 206, ""height"": 117, ""width"": 813}, ""chart-number"": {""top"": 736, ""left"": 223, ""height"": 307, ""width"": 772}, ""artdeco"": {""top"": 1395, ""left"": 356, ""height"": 724, ""width"": 465}, ""background"": {""top"": 12, ""left"": 12, ""height"": 2188, ""width"": 1218}}"
ckj30js9k7b260sjh5lhje9e0,"{""headline"": {""top"": 47, ""left"": 68, ""height"": 249, ""width"": 764}, ""subtitle"": {""top"": 530, ""left"": 205, ""height"": 141, ""width"": 478}, ""chart-title"": {""top"": 1014, ""left"": 161, ""height"": 126, ""width"": 589}, ""chart-number"": {""top"": 1166, ""left"": 302, ""height"": 68, ""width"": 261}, ""text"": {""top"": 1354, ""left"": 106, ""height"": 135, ""width"": 474}, ""artdeco"": {""top"": 1336, ""left"": 613, ""height"": 173, ""width"": 178}, ""background"": {""top"": 0, ""left"": 0, ""height"": 1600, ""width"": 900}}"
ckj30js9n7bcu0sjh9t9df9bi,"{""headline"": {""top"": 109, ""left"": 158, ""height"": 356, ""width"": 906}, ""subtitle"": {""top"": 489, ""left"": 186, ""height"": 158, ""width"": 870}, ""chart-title"": {""top"": 1452, ""left"": 320, ""height"": 109, ""width"": 594}, ""chart-number"": {""top"": 1577, ""left"": 328, ""height"": 214, ""width"": 550}, ""text"": {""top"": 1860, ""left"": 332, ""height"": 101, ""width"": 542}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2200, ""width"": 1230}}"
ckj30js997a6i0sjhdfmrbrcj,"{""headline"": {""top"": 235, ""left"": 190, ""height"": 250, ""width"": 797}, ""artdeco"": {""top"": 639, ""left"": 312, ""height"": 586, ""width"": 647}, ""subtitle"": {""top"": 1266, ""left"": 259, ""height"": 166, ""width"": 659}, ""text"": {""top"": 1500, ""left"": 150, ""height"": 340, ""width"": 942}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9a7aa20sjh3bcreo58,"{""artdeco"": {""top"": 53, ""left"": 109, ""height"": 1302, ""width"": 1011}, ""headline"": {""top"": 1375, ""left"": 105, ""height"": 194, ""width"": 991}, ""text"": {""top"": 1670, ""left"": 81, ""height"": 219, ""width"": 1035}, ""background"": {""top"": 0, ""left"": 4, ""height"": 2204, ""width"": 1226}}"
ckj30js9b7adm0sjh6ao96emy,"{""artdeco"": {""top"": 1800, ""left"": 494, ""height"": 319, ""width"": 271}, ""headline"": {""top"": 1351, ""left"": 154, ""height"": 165, ""width"": 922}, ""chart-title"": {""top"": 1541, ""left"": 243, ""height"": 93, ""width"": 740}, ""chart-number"": {""top"": 1634, ""left"": 247, ""height"": 97, ""width"": 720}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9c7ah60sjh8hs8e9ia,"{""headline"": {""top"": 311, ""left"": 126, ""height"": 259, ""width"": 970}, ""artdeco"": {""top"": 1743, ""left"": 518, ""height"": 251, ""width"": 206}, ""text"": {""top"": 1189, ""left"": 206, ""height"": 392, ""width"": 809}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9e7akq0sjh0b2760mn,"{""headline"": {""top"": 178, ""left"": 283, ""height"": 368, ""width"": 781}, ""subtitle"": {""top"": 764, ""left"": 352, ""height"": 126, ""width"": 586}, ""artdeco"": {""top"": 1808, ""left"": 473, ""height"": 307, ""width"": 312}, ""chart-number"": {""top"": 1379, ""left"": 878, ""height"": 356, ""width"": 283}, ""chart-title"": {""top"": 1622, ""left"": 898, ""height"": 97, ""width"": 247}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9f7aoa0sjhcn693ylm,"{""headline"": {""top"": 801, ""left"": 166, ""height"": 477, ""width"": 934}, ""text"": {""top"": 1322, ""left"": 320, ""height"": 77, ""width"": 586}, ""subtitle"": {""top"": 1436, ""left"": 194, ""height"": 141, ""width"": 902}, ""chart-title"": {""top"": 1605, ""left"": 190, ""height"": 235, ""width"": 926}, ""background"": {""top"": 0, ""left"": 12, ""height"": 2208, ""width"": 1230}, ""chart-number"": {""top"": 1852, ""left"": 190, ""height"": 239, ""width"": 934}}"
ckj30js9g7aru0sjh3kw8g9j2,"{""headline"": {""top"": 194, ""left"": 372, ""height"": 1088, ""width"": 506}, ""subtitle"": {""top"": 1383, ""left"": 332, ""height"": 150, ""width"": 570}, ""text"": {""top"": 1529, ""left"": 449, ""height"": 121, ""width"": 340}, ""chart-title"": {""top"": 1678, ""left"": 308, ""height"": 81, ""width"": 594}, ""chart-number"": {""top"": 1767, ""left"": 308, ""height"": 146, ""width"": 578}, ""background"": {""top"": 0, ""left"": 8, ""height"": 2208, ""width"": 1234}}"
ckj30js9h7ave0sjh0m12gq0t,"{""headline"": {""top"": 178, ""left"": 793, ""height"": 938, ""width"": 327}, ""chart-number"": {""top"": 1448, ""left"": 146, ""height"": 125, ""width"": 926}, ""chart-title"": {""top"": 1274, ""left"": 122, ""height"": 129, ""width"": 550}, ""text"": {""top"": 1601, ""left"": 142, ""height"": 239, ""width"": 999}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1238}}"
ckj30js9i7ayy0sjhffut57ke,"{""headline"": {""top"": 186, ""left"": 223, ""height"": 125, ""width"": 837}, ""chart-number"": {""top"": 1403, ""left"": 182, ""height"": 429, ""width"": 914}, ""background"": {""top"": 8, ""left"": 8, ""height"": 2192, ""width"": 1218}}"
ckj30js9k7b2i0sjh93ft4ghg,"{""headline"": {""top"": 222, ""left"": 105, ""height"": 251, ""width"": 991}, ""artdeco"": {""top"": 465, ""left"": 251, ""height"": 764, ""width"": 772}, ""chart-title"": {""top"": 1254, ""left"": 348, ""height"": 141, ""width"": 578}, ""chart-number"": {""top"": 1727, ""left"": 118, ""height"": 174, ""width"": 986}, ""background"": {""top"": 12, ""left"": 4, ""height"": 2188, ""width"": 1230}, ""text"": {""top"": 2002, ""left"": 166, ""height"": 97, ""width"": 898}}"
ckj30js9l7b620sjhdcte58y1,"{""headline"": {""top"": 97, ""left"": 97, ""height"": 554, ""width"": 1007}, ""artdeco"": {""top"": 930, ""left"": 215, ""height"": 623, ""width"": 800}, ""chart-title"": {""top"": 1561, ""left"": 251, ""height"": 287, ""width"": 756}, ""chart-number"": {""top"": 1848, ""left"": 198, ""height"": 235, ""width"": 817}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9m7b9m0sjh5owk2wrz,"{""headline"": {""top"": 97, ""left"": 182, ""height"": 384, ""width"": 870}, ""chart-title"": {""top"": 1569, ""left"": 437, ""height"": 101, ""width"": 332}, ""chart-number"": {""top"": 1703, ""left"": 239, ""height"": 157, ""width"": 801}, ""artdeco"": {""top"": 1909, ""left"": 109, ""height"": 222, ""width"": 195}, ""text"": {""top"": 1933, ""left"": 352, ""height"": 190, ""width"": 752}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9n7bd60sjh7nidbnan,"{""headline"": {""top"": 57, ""left"": 198, ""height"": 384, ""width"": 833}, ""subtitle"": {""top"": 1080, ""left"": 401, ""height"": 145, ""width"": 448}, ""chart-number"": {""top"": 1258, ""left"": 194, ""height"": 125, ""width"": 898}, ""text"": {""top"": 1860, ""left"": 251, ""height"": 259, ""width"": 708}, ""background"": {""top"": 8, ""left"": 4, ""height"": 2200, ""width"": 1238}}"
ckj30js9p7bgq0sjh1gescc55,"{""headline"": {""top"": 485, ""left"": 186, ""height"": 211, ""width"": 858}, ""subtitle"": {""top"": 692, ""left"": 287, ""height"": 84, ""width"": 696}, ""text"": {""top"": 1363, ""left"": 291, ""height"": 340, ""width"": 668}, ""artdeco"": {""top"": 1739, ""left"": 453, ""height"": 332, ""width"": 324}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2192, ""width"": 1230}}"
ckj30js997a6u0sjh9fco31f5,"{""headline"": {""top"": 283, ""left"": 202, ""height"": 433, ""width"": 785}, ""chart-title"": {""top"": 1007, ""left"": 182, ""height"": 279, ""width"": 845}, ""chart-number"": {""top"": 1363, ""left"": 186, ""height"": 246, ""width"": 813}, ""text"": {""top"": 1666, ""left"": 308, ""height"": 113, ""width"": 606}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9a7aae0sjh65fz8p4t,"{""headline"": {""top"": 137, ""left"": 348, ""height"": 417, ""width"": 526}, ""chart-title"": {""top"": 1027, ""left"": 219, ""height"": 109, ""width"": 808}, ""chart-number"": {""top"": 1185, ""left"": 215, ""height"": 283, ""width"": 833}, ""artdeco"": {""top"": 1735, ""left"": 130, ""height"": 331, ""width"": 343}, ""text"": {""top"": 1775, ""left"": 562, ""height"": 287, ""width"": 550}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1238}}"
ckj30js9b7ady0sjh5eaxegmz,"{""headline"": {""top"": 190, ""left"": 186, ""height"": 198, ""width"": 740}, ""subtitle"": {""top"": 1363, ""left"": 376, ""height"": 113, ""width"": 558}, ""chart-number"": {""top"": 1516, ""left"": 255, ""height"": 203, ""width"": 752}, ""artdeco"": {""top"": 433, ""left"": 174, ""height"": 897, ""width"": 906}, ""text"": {""top"": 1804, ""left"": 453, ""height"": 109, ""width"": 344}, ""background"": {""top"": 0, ""left"": 4, ""height"": 2196, ""width"": 1238}}"
ckj30js9c7ahi0sjhf43wejcb,"{""headline"": {""top"": 136, ""left"": 101, ""height"": 120, ""width"": 609}, ""subtitle"": {""top"": 278, ""left"": 171, ""height"": 125, ""width"": 495}, ""chart-title"": {""top"": 1103, ""left"": 90, ""height"": 102, ""width"": 440}, ""chart-number"": {""top"": 1106, ""left"": 534, ""height"": 99, ""width"": 190}, ""text"": {""top"": 1711, ""left"": 211, ""height"": 197, ""width"": 411}, ""artdeco"": {""top"": 1440, ""left"": 241, ""height"": 278, ""width"": 311}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2000, ""width"": 800}}"
ckj30js9f7al20sjh5gjyccyt,"{""headline"": {""top"": 133, ""left"": 279, ""height"": 223, ""width"": 635}, ""artdeco"": {""top"": 356, ""left"": 267, ""height"": 1043, ""width"": 724}, ""chart-title"": {""top"": 1456, ""left"": 336, ""height"": 283, ""width"": 534}, ""chart-number"": {""top"": 1759, ""left"": 332, ""height"": 97, ""width"": 542}, ""text"": {""top"": 1941, ""left"": 154, ""height"": 125, ""width"": 958}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2188, ""width"": 1242}}"
ckj30js9f7aom0sjh9m6q95z9,"{""artdeco"": {""top"": 1670, ""left"": 769, ""height"": 287, ""width"": 267}, ""headline"": {""top"": 1108, ""left"": 166, ""height"": 283, ""width"": 898}, ""subtitle"": {""top"": 1419, ""left"": 194, ""height"": 102, ""width"": 837}, ""text"": {""top"": 1646, ""left"": 186, ""height"": 303, ""width"": 461}, ""background"": {""top"": 0, ""left"": 37, ""height"": 2184, ""width"": 1189}}"
ckj30js9h7avq0sjheeou7fqw,"{""headline"": {""top"": 590, ""left"": 96, ""height"": 109, ""width"": 539}, ""subtitle"": {""top"": 710, ""left"": 195, ""height"": 49, ""width"": 353}, ""text"": {""top"": 778, ""left"": 233, ""height"": 76, ""width"": 265}, ""artdeco"": {""top"": 179, ""left"": 176, ""height"": 320, ""width"": 574}, ""background"": {""top"": 0, ""left"": 9, ""height"": 950, ""width"": 741}}"
ckj30js9j7aza0sjh9ixzb1jf,"{""headline"": {""top"": 81, ""left"": 186, ""height"": 380, ""width"": 898}, ""subtitle"": {""top"": 594, ""left"": 146, ""height"": 142, ""width"": 946}, ""chart-title"": {""top"": 1521, ""left"": 340, ""height"": 76, ""width"": 590}, ""chart-number"": {""top"": 1601, ""left"": 118, ""height"": 122, ""width"": 994}, ""text"": {""top"": 1796, ""left"": 130, ""height"": 266, ""width"": 614}, ""artdeco"": {""top"": 1796, ""left"": 821, ""height"": 254, ""width"": 263}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2188, ""width"": 1242}}"
ckj30js9k7b2u0sjh2jg8dopr,"{""headline"": {""top"": 150, ""left"": 81, ""height"": 327, ""width"": 1068}, ""text"": {""top"": 732, ""left"": 93, ""height"": 299, ""width"": 1023}, ""subtitle"": {""top"": 417, ""left"": 239, ""height"": 186, ""width"": 712}, ""chart-title"": {""top"": 1084, ""left"": 81, ""height"": 97, ""width"": 1100}, ""chart-number"": {""top"": 1197, ""left"": 97, ""height"": 918, ""width"": 1056}, ""background"": {""top"": 12, ""left"": 8, ""height"": 2176, ""width"": 1205}}"
ckj30js9l7b6e0sjheh8rcgjz,"{""headline"": {""top"": 93, ""left"": 194, ""height"": 344, ""width"": 817}, ""artdeco"": {""top"": 477, ""left"": 126, ""height"": 934, ""width"": 998}, ""subtitle"": {""top"": 1423, ""left"": 263, ""height"": 134, ""width"": 688}, ""chart-title"": {""top"": 1577, ""left"": 223, ""height"": 105, ""width"": 784}, ""chart-number"": {""top"": 1707, ""left"": 263, ""height"": 226, ""width"": 704}, ""text"": {""top"": 1941, ""left"": 243, ""height"": 113, ""width"": 764}, ""background"": {""top"": 0, ""left"": 8, ""height"": 2200, ""width"": 1218}}"
ckj30js9m7b9y0sjhb74a36zv,"{""headline"": {""top"": 404, ""left"": 122, ""height"": 126, ""width"": 962}, ""artdeco"": {""top"": 1897, ""left"": 308, ""height"": 206, ""width"": 194}, ""chart-number"": {""top"": 1735, ""left"": 259, ""height"": 73, ""width"": 235}, ""chart-title"": {""top"": 1747, ""left"": 514, ""height"": 77, ""width"": 453}, ""text"": {""top"": 1913, ""left"": 534, ""height"": 166, ""width"": 429}, ""background"": {""top"": 4, ""left"": 4, ""height"": 2204, ""width"": 1238}}"
ckj30js9p7bh20sjh9lkb1fsr,"{""headline"": {""top"": 283, ""left"": 247, ""height"": 615, ""width"": 736}, ""subtitle"": {""top"": 910, ""left"": 304, ""height"": 117, ""width"": 630}, ""chart-title"": {""top"": 1072, ""left"": 283, ""height"": 226, ""width"": 700}, ""chart-number"": {""top"": 1359, ""left"": 223, ""height"": 263, ""width"": 817}, ""background"": {""top"": 0, ""left"": 4, ""height"": 2196, ""width"": 1218}}"
ckj30js997a760sjh5g2repbf,"{""headline"": {""top"": 16, ""left"": 206, ""height"": 882, ""width"": 830}, ""artdeco"": {""top"": 1039, ""left"": 206, ""height"": 672, ""width"": 817}, ""chart-title"": {""top"": 1739, ""left"": 336, ""height"": 137, ""width"": 570}, ""chart-number"": {""top"": 1893, ""left"": 162, ""height"": 153, ""width"": 874}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1234}}"
ckj30js9a7aaq0sjh6ob06flo,"{""headline"": {""top"": 73, ""left"": 25, ""height"": 172, ""width"": 721}, ""subtitle"": {""top"": 440, ""left"": 219, ""height"": 117, ""width"": 377}, ""text"": {""top"": 1531, ""left"": 559, ""height"": 114, ""width"": 121}, ""chart-title"": {""top"": 1040, ""left"": 310, ""height"": 74, ""width"": 191}, ""chart-number"": {""top"": 1139, ""left"": 127, ""height"": 128, ""width"": 583}, ""artdeco"": {""top"": 1414, ""left"": 548, ""height"": 121, ""width"": 110}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2000, ""width"": 800}}"
ckj30js9b7aea0sjhc5hzhaz2,"{""headline"": {""top"": 162, ""left"": 130, ""height"": 554, ""width"": 210}, ""subtitle"": {""top"": 174, ""left"": 356, ""height"": 542, ""width"": 206}, ""artdeco"": {""top"": 1864, ""left"": 122, ""height"": 243, ""width"": 218}, ""background"": {""top"": 0, ""left"": 8, ""height"": 2208, ""width"": 1230}}"
ckj30js9e7ahu0sjha25t4y7h,"{""headline"": {""top"": 202, ""left"": 291, ""height"": 1177, ""width"": 651}, ""subtitle"": {""top"": 1432, ""left"": 401, ""height"": 89, ""width"": 457}, ""text"": {""top"": 1541, ""left"": 243, ""height"": 222, ""width"": 813}, ""artdeco"": {""top"": 1787, ""left"": 490, ""height"": 308, ""width"": 250}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9g7aoy0sjhakj49aof,"{""headline"": {""top"": 174, ""left"": 93, ""height"": 505, ""width"": 979}, ""subtitle"": {""top"": 724, ""left"": 202, ""height"": 125, ""width"": 870}, ""chart-title"": {""top"": 1100, ""left"": 352, ""height"": 125, ""width"": 510}, ""chart-number"": {""top"": 1246, ""left"": 291, ""height"": 141, ""width"": 639}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9g7asi0sjh3f3nb1fx,"{""headline"": {""top"": 24, ""left"": 150, ""height"": 348, ""width"": 966}, ""subtitle"": {""top"": 408, ""left"": 348, ""height"": 102, ""width"": 582}, ""chart-title"": {""top"": 768, ""left"": 817, ""height"": 97, ""width"": 206}, ""chart-number"": {""top"": 631, ""left"": 829, ""height"": 113, ""width"": 134}, ""text"": {""top"": 938, ""left"": 413, ""height"": 190, ""width"": 610}, ""artdeco"": {""top"": 971, ""left"": 202, ""height"": 157, ""width"": 182}, ""background"": {""top"": 8, ""left"": 0, ""height"": 2200, ""width"": 1242}}"
ckj30js9j7azm0sjhhyfn6pcn,"{""headline"": {""top"": 125, ""left"": 83, ""height"": 245, ""width"": 659}, ""subtitle"": {""top"": 385, ""left"": 134, ""height"": 62, ""width"": 532}, ""artdeco"": {""top"": 487, ""left"": 189, ""height"": 348, ""width"": 418}, ""chart-title"": {""top"": 890, ""left"": 76, ""height"": 70, ""width"": 648}, ""chart-number"": {""top"": 949, ""left"": 79, ""height"": 967, ""width"": 616}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2000, ""width"": 800}}"
ckj30js9l7b6q0sjh8btw1czj,"{""headline"": {""top"": 299, ""left"": 113, ""height"": 429, ""width"": 1016}, ""chart-title"": {""top"": 833, ""left"": 829, ""height"": 57, ""width"": 295}, ""chart-number"": {""top"": 910, ""left"": 837, ""height"": 133, ""width"": 308}, ""artdeco"": {""top"": 1929, ""left"": 142, ""height"": 214, ""width"": 194}, ""text"": {""top"": 1933, ""left"": 352, ""height"": 206, ""width"": 797}, ""background"": {""top"": 0, ""left"": 12, ""height"": 2196, ""width"": 1210}}"
ckj30js9m7baa0sjhfit4045s,"{""headline"": {""top"": 206, ""left"": 49, ""height"": 130, ""width"": 1144}, ""subtitle"": {""top"": 364, ""left"": 324, ""height"": 178, ""width"": 598}, ""artdeco"": {""top"": 1872, ""left"": 162, ""height"": 304, ""width"": 315}, ""text"": {""top"": 1889, ""left"": 502, ""height"": 258, ""width"": 594}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9n7bdu0sjhedvj15k6,"{""headline"": {""top"": 1448, ""left"": 259, ""height"": 267, ""width"": 740}, ""subtitle"": {""top"": 1787, ""left"": 211, ""height"": 158, ""width"": 853}, ""text"": {""top"": 1229, ""left"": 591, ""height"": 162, ""width"": 384}, ""background"": {""top"": 8, ""left"": 4, ""height"": 2200, ""width"": 1238}}"
ckj30js9p7bhe0sjhfefd41me,"{""headline"": {""top"": 340, ""left"": 271, ""height"": 635, ""width"": 724}, ""text"": {""top"": 1064, ""left"": 219, ""height"": 529, ""width"": 825}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2192, ""width"": 1242}}"
ckj30js997a7i0sjh770c7599,"{""headline"": {""top"": 259, ""left"": 206, ""height"": 162, ""width"": 813}, ""subtitle"": {""top"": 497, ""left"": 118, ""height"": 190, ""width"": 994}, ""chart-number"": {""top"": 1921, ""left"": 817, ""height"": 61, ""width"": 182}, ""chart-title"": {""top"": 1860, ""left"": 841, ""height"": 73, ""width"": 122}, ""artdeco"": {""top"": 1622, ""left"": 773, ""height"": 210, ""width"": 258}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9a7ab20sjh6mnjg8t4,"{""headline"": {""top"": 368, ""left"": 113, ""height"": 332, ""width"": 1011}, ""subtitle"": {""top"": 162, ""left"": 291, ""height"": 214, ""width"": 631}, ""chart-title"": {""top"": 768, ""left"": 198, ""height"": 130, ""width"": 846}, ""chart-number"": {""top"": 1844, ""left"": 300, ""height"": 263, ""width"": 618}, ""artdeco"": {""top"": 950, ""left"": 105, ""height"": 846, ""width"": 987}, ""background"": {""top"": 0, ""left"": 0, ""height"": 2208, ""width"": 1242}}"
ckj30js9b7aem0sjhaspp5wnx,"{""headline"": {""top"": 728, ""left"": 243, ""height"": 194, ""width"": 760}, ""subtitle"": {""top"": 942, ""left"": 324, ""height"": 154, ""width"": 542}, ""text"": {""top"": 1529, ""left"": 287, ""height"": 169, ""width"": 627}, ""artdeco"": {""top"": 1747, ""left"": 461, ""height"": 226, ""width"": 283}, ""background"": {""top"": 0, ""left"": 8, ""height"": 2208, ""width"": 1234}}"
